FBID	CHROM	START	END	STRAND
FBgn0041588	3R	24975618	24977516	-
FBgn0041186	3R	24977796	24978988	-
FBgn0028692	3R	24979246	24982977	+
FBgn0039644	3R	24983844	24990688	+
FBgn0039645	3R	24991365	24997230	+
FBgn0039647	3R	24996913	25020716	-
FBgn0039648	3R	25023278	25024933	+
FBgn0014427	3R	25026176	25027492	+
FBgn0039650	3R	25027478	25028247	-
FBgn0039651	3R	25028382	25029855	-
FBgn0051044	3R	25040284	25045389	+
FBgn0262448	3R	25041307	25041406	+
FBgn0262404	3R	25042906	25043002	+
FBgn0029176	3R	25045894	25047831	+
FBgn0062442	3R	25047939	25049150	-
FBgn0039654	3R	25049207	25051998	+
FBgn0039655	3R	25051926	25053447	-
FBgn0028476	3R	25054883	25061024	+
FBgn0039656	3R	25061044	25064426	-
FBgn0051427	3R	25064552	25066085	-
FBgn0051445	3R	25066302	25070549	-
FBgn0263236	3R	25070683	25076173	-
FBgn0003525	3R	25077548	25081522	-
FBgn0267104	3R	25082207	25083147	+
FBgn0267128	3R	25102098	25102830	-
FBgn0039659	3R	25119465	25122902	-
FBgn0015622	3R	25140976	25145366	-
FBgn0267107	3R	25181870	25182493	-
FBgn0267106	3R	25195060	25195499	+
FBgn0004369	3R	25203368	25312853	+
FBgn0264792	3R	25284501	25285000	-
FBgn0039663	3R	25310505	25314987	-
FBgn0039664	3R	25315190	25317105	+
FBgn0040623	3R	25316266	25316872	-
FBgn0039665	3R	25317246	25319240	-
FBgn0039666	3R	25319574	25319989	+
FBgn0039667	3R	25320504	25324645	+
FBgn0039668	3R	25324747	25329519	-
FBgn0039669	3R	25341439	25342249	+
FBgn0263588	3R	25360358	25361076	+
FBgn0000492	3R	25382108	25390966	+
FBgn0039670	3R	25412959	25413826	-
FBgn0039671	3R	25414715	25415484	-
FBgn0051041	3R	25415792	25416628	-
FBgn0086361	3R	25417553	25442879	+
FBgn0039673	3R	25424392	25426584	-
FBgn0262873	3R	25434199	25434576	+
FBgn0039674	3R	25444787	25446480	+
FBgn0266137	3R	25456026	25485706	-
FBgn0039675	3R	25490501	25492505	+
FBgn0039676	3R	25492536	25494599	-
FBgn0039677	3R	25494871	25497200	+
FBgn0039678	3R	25497379	25498056	+
FBgn0039679	3R	25498178	25499945	+
FBgn0025457	3R	25499729	25501143	-
FBgn0039680	3R	25501373	25505979	+
FBgn0039681	3R	25505963	25508000	-
FBgn0013972	3R	25508225	25511480	+
FBgn0039682	3R	25511458	25515033	-
FBgn0039683	3R	25518313	25522747	+
FBgn0267129	3R	25539000	25539400	-
FBgn0039684	3R	25540227	25540726	+
FBgn0250832	3R	25540790	25541099	-
FBgn0039685	3R	25541976	25542618	-
FBgn0039686	3R	25544385	25548110	+
FBgn0085325	3R	25548260	25548735	+
FBgn0024841	3R	25548885	25549948	+
FBgn0039687	3R	25549881	25550672	-
FBgn0042213	3R	25550749	25551412	+
FBgn0039688	3R	25551552	25561082	+
FBgn0027583	3R	25560991	25562467	-
FBgn0039689	3R	25562687	25563792	+
FBgn0039690	3R	25563997	25567674	+
FBgn0027518	3R	25567694	25570814	-
FBgn0039691	3R	25571059	25573235	+
FBgn0020235	3R	25573426	25574885	-
FBgn0260990	3R	25574941	25580250	+
FBgn0266258	3R	25580912	25584762	-
FBgn0001297	3R	25591717	25619835	+
FBgn0039694	3R	25604995	25606174	-
FBgn0262112	3R	25620319	25621527	+
FBgn0039696	3R	25621419	25625076	-
FBgn0019972	3R	25625380	25627306	+
FBgn0039697	3R	25627321	25628667	-
FBgn0039698	3R	25628918	25630111	+
FBgn0002924	3R	25630012	25632849	-
FBgn0000247	3R	25632533	25640769	+
FBgn0039702	3R	25640643	25642173	-
FBgn0039703	3R	25642460	25643486	-
FBgn0039704	3R	25644853	25651522	+
FBgn0039705	3R	25653003	25660823	-
FBgn0260969	3R	25661332	25662010	-
FBgn0039707	3R	25661672	25663169	+
FBgn0039709	3R	25667379	25680421	+
FBgn0039710	3R	25680417	25683213	-
FBgn0039711	3R	25683374	25684658	-
FBgn0051032	3R	25684763	25685587	-
FBgn0039712	3R	25685777	25687216	-
FBgn0039713	3R	25687304	25689624	+
FBgn0086061	3R	25688348	25688439	+
FBgn0065066	3R	25689021	25689066	+
FBgn0039714	3R	25689423	25694617	-
FBgn0083969	3R	25695087	25700881	+
FBgn0051038	3R	25702781	25728953	+
FBgn0039718	3R	25728962	25729547	-
FBgn0039719	3R	25731186	25732170	+
FBgn0051036	3R	25733829	25738614	+
FBgn0039722	3R	25738713	25740068	-
FBgn0003861	3R	25740243	25746011	-
FBgn0003357	3R	25747938	25749177	+
FBgn0003356	3R	25749476	25750337	-
FBgn0003358	3R	25750948	25751911	-
FBgn0039723	3R	25752977	25754488	+
FBgn0051202	3R	25754423	25756108	-
FBgn0051040	3R	25756273	25758779	-
FBgn0260759	3R	25759009	25760309	+
FBgn0260760	3R	25759009	25760309	+
FBgn0039726	3R	25760304	25761610	-
FBgn0039727	3R	25761700	25773929	+
FBgn0004622	3R	25776518	25795169	-
FBgn0039728	3R	25809148	25816507	+
FBgn0000032	3R	25816866	25819133	-
FBgn0039730	3R	25819197	25820953	-
FBgn0039731	3R	25821079	25822756	+
FBgn0039732	3R	25822683	25823398	-
FBgn0039733	3R	25823622	25825477	+
FBgn0085327	3R	25825517	25826125	+
FBgn0039734	3R	25826252	25829400	+
FBgn0039735	3R	25829403	25830583	-
FBgn0016685	3R	25830507	25836074	+
FBgn0039736	3R	25831756	25834911	-
FBgn0039737	3R	25836198	25841006	-
FBgn0039738	3R	25841235	25847943	-
FBgn0039739	3R	25848067	25848370	-
FBgn0026597	3R	25848564	25861033	+
FBgn0264837	3R	25860262	25860629	-
FBgn0039740	3R	25860962	25862592	-
FBgn0041102	3R	25862725	25863452	-
FBgn0001281	3R	25863706	25864450	-
FBgn0001280	3R	25864344	25865255	-
FBgn0003511	3R	25865441	25866753	+
FBgn0003510	3R	25866939	25868793	+
FBgn0003512	3R	25869063	25870608	+
FBgn0002626	3R	25870951	25871883	-
FBgn0039741	3R	25872192	25874387	+
FBgn0039742	3R	25874357	25877834	-
FBgn0264838	3R	25875015	25877933	+
FBgn0039743	3R	25878236	25880419	+
FBgn0003479	3R	25880418	25881759	-
FBgn0039744	3R	25881679	25882325	+
FBgn0085346	3R	25882581	25883853	+
FBgn0260468	3R	25882581	25883853	+
FBgn0266411	3R	25884033	25947520	+
FBgn0266442	3R	25947745	25948985	-
FBgn0266443	3R	25949523	25950457	-
FBgn0051025	3R	25951355	25954841	-
FBgn0051029	3R	25955001	25958117	-
FBgn0086355	3R	25958703	25960321	-
FBgn0039747	3R	25960578	25975328	-
FBgn0039748	3R	25977781	25978993	+
FBgn0039749	3R	25978744	25986195	-
FBgn0051030	3R	25990414	25992141	-
FBgn0051028	3R	25992353	25996929	-
FBgn0002773	3R	25997160	26000273	-
FBgn0039751	3R	26001508	26003422	-
FBgn0039752	3R	26003599	26005900	+
FBgn0260860	3R	26005954	26007208	+
FBgn0265202	3R	26009567	26010120	-
FBgn0039754	3R	26011145	26016974	-
FBgn0039755	3R	26020512	26021950	-
FBgn0039756	3R	26022082	26028720	-
FBgn0039757	3R	26032169	26034742	-
FBgn0086664	3R	26032505	26032648	-
FBgn0083047	3R	26032698	26032834	-
FBgn0083048	3R	26032878	26033013	-
FBgn0083049	3R	26033044	26033180	-
FBgn0083050	3R	26033215	26033352	-
FBgn0086665	3R	26033467	26033605	-
FBgn0082983	3R	26033620	26033761	-
FBgn0000094	3R	26035670	26036104	+
FBgn0000276	3R	26036596	26036995	+
FBgn0000280	3R	26037249	26037475	+
FBgn0000277	3R	26037878	26038290	+
FBgn0000281	3R	26038625	26038864	+
FBgn0000278	3R	26039037	26039519	-
FBgn0000279	3R	26042206	26042660	+
FBgn0263402	3R	26062816	26063456	-
FBgn0039758	3R	26066990	26069034	-
FBgn0039759	3R	26069700	26072425	-
FBgn0051383	3R	26073686	26073765	-
FBgn0051023	3R	26074338	26074417	-
FBgn0085328	3R	26075305	26076383	+
FBgn0039760	3R	26076650	26078552	+
FBgn0039761	3R	26078904	26079819	+
FBgn0010113	3R	26103654	26198104	+
FBgn0085329	3R	26131530	26132362	-
FBgn0015222	3R	26211295	26213900	-
FBgn0015221	3R	26213526	26216306	+
FBgn0267130	3R	26230151	26230711	+
FBgn0027544	3R	26244489	26248693	-
FBgn0261704	3R	26244489	26248693	-
FBgn0039764	3R	26248754	26249651	-
FBgn0039765	3R	26249696	26250278	+
FBgn0039766	3R	26250221	26250884	-
FBgn0039767	3R	26251149	26253998	-
FBgn0039768	3R	26254542	26257084	+
FBgn0039769	3R	26257786	26260861	+
FBgn0039770	3R	26260899	26269321	-
FBgn0039771	3R	26269798	26270768	-
FBgn0028646	3R	26271357	26281589	-
FBgn0039773	3R	26282163	26285022	-
FBgn0039774	3R	26285243	26291458	+
FBgn0039776	3R	26291772	26311521	+
FBgn0260440	3R	26302406	26304571	+
FBgn0039777	3R	26312738	26313650	-
FBgn0039778	3R	26314685	26315617	+
FBgn0039779	3R	26315796	26317709	+
FBgn0026190	3R	26317535	26321875	-
FBgn0039780	3R	26322473	26326048	-
FBgn0051371	3R	26326846	26329228	-
FBgn0051014	3R	26329387	26331383	-
FBgn0039782	3R	26331709	26333699	+
FBgn0263527	3R	26332551	26332609	+
FBgn0054041	3R	26333745	26335868	+
FBgn0039783	3R	26335805	26337936	-
FBgn0051524	3R	26338047	26340077	-
FBgn0039784	3R	26340546	26342641	+
FBgn0027654	3R	26342781	26352759	-
FBgn0267112	3R	26354002	26357583	-
FBgn0267113	3R	26356077	26358099	+
FBgn0082582	3R	26358329	26404627	+
FBgn0083991	3R	26380276	26385921	-
FBgn0039787	3R	26405151	26407839	+
FBgn0039788	3R	26407920	26409419	-
FBgn0039789	3R	26409742	26413024	-
FBgn0039790	3R	26418693	26427211	-
FBgn0051019	3R	26422726	26425018	+
FBgn0051021	3R	26427928	26429763	+
FBgn0051017	3R	26429903	26431866	+
FBgn0051016	3R	26431911	26436178	+
FBgn0267131	3R	26437750	26441200	+
FBgn0266259	3R	26444348	26447628	-
FBgn0264985	3R	26450551	26451314	-
FBgn0039792	3R	26452963	26454750	-
FBgn0051013	3R	26469489	26471602	-
FBgn0051015	3R	26471828	26474273	-
FBgn0085461	3R	26474873	26475595	+
FBgn0085462	3R	26475683	26476580	+
FBgn0266701	3R	26490500	26491864	+
FBgn0039795	3R	26516364	26518490	+
FBgn0039796	3R	26519294	26521220	-
FBgn0000274	3R	26521259	26522860	-
FBgn0051010	3R	26530484	26531843	-
FBgn0039797	3R	26551809	26553774	+
FBgn0039798	3R	26555559	26556887	-
FBgn0039799	3R	26568602	26570196	+
FBgn0039800	3R	26570327	26570985	-
FBgn0039801	3R	26571201	26572012	-
FBgn0262883	3R	26572407	26572894	-
FBgn0004606	3R	26591648	26614924	+
FBgn0266699	3R	26606900	26609367	-
FBgn0011739	3R	26615347	26632341	-
FBgn0262444	3R	26617358	26617418	-
FBgn0039802	3R	26632839	26633700	+
FBgn0027598	3R	26634339	26652727	+
FBgn0039804	3R	26653541	26667756	+
FBgn0003720	3R	26678037	26680122	+
FBgn0039805	3R	26693243	26694906	+
FBgn0039806	3R	26696661	26698073	-
FBgn0039807	3R	26700087	26701908	-
FBgn0039808	3R	26702806	26706749	-
FBgn0039809	3R	26707514	26709225	-
FBgn0000416	3R	26709186	26714784	-
FBgn0015032	3R	26719760	26726410	+
FBgn0053483	3R	26726440	26727883	-
FBgn0020912	3R	26738476	26756404	+
FBgn0264833	3R	26747404	26748105	+
FBgn0039810	3R	26761118	26762229	-
FBgn0039811	3R	26762311	26762824	-
FBgn0039812	3R	26785422	26788029	+
FBgn0062411	3R	26789012	26790042	-
FBgn0004573	3R	26793958	26842597	-
FBgn0051008	3R	26815200	26815728	-
FBgn0051007	3R	26817422	26818179	-
FBgn0053773	3R	26861068	26861846	+
FBgn0010015	3R	26865096	26872543	+
FBgn0053920	3R	26870113	26870827	-
FBgn0016123	3R	26874651	26878262	+
FBgn0263562	3R	26876820	26876925	-
FBgn0010808	3R	26878338	26879637	-
FBgn0002413	3R	26879807	26886932	-
FBgn0024288	3R	26890975	26909129	+
FBgn0039816	3R	26916434	26923043	-
FBgn0039817	3R	26924590	26926891	-
FBgn0039818	3R	26932084	26934913	-
FBgn0261395	3R	26948249	26949137	-
FBgn0039820	3R	26951871	26953057	+
FBgn0039821	3R	26953687	26956388	-
FBgn0263412	3R	26958052	26958772	+
FBgn0013973	3R	26960114	27004000	+
FBgn0086704	3R	26983878	26994828	-
FBgn0051004	3R	27004111	27021484	-
FBgn0004389	3R	27019084	27020111	+
FBgn0039827	3R	27022638	27029444	+
FBgn0000313	3R	27029902	27036452	-
FBgn0061476	3R	27036688	27039098	-
FBgn0039828	3R	27039180	27040506	+
FBgn0039829	3R	27040530	27041664	-
FBgn0039830	3R	27041867	27045352	-
FBgn0046696	3R	27043086	27043384	-
FBgn0263544	3R	27044996	27045094	-
FBgn0039831	3R	27046424	27056981	+
FBgn0039832	3R	27057407	27058058	-
FBgn0039833	3R	27058137	27061084	-
FBgn0051005	3R	27061757	27078330	-
FBgn0039835	3R	27078594	27079408	+
FBgn0039836	3R	27079381	27080622	-
FBgn0086362	3R	27080849	27082381	+
FBgn0039838	3R	27083321	27085771	+
FBgn0040628	3R	27085969	27087389	+
FBgn0040629	3R	27088320	27089600	+
FBgn0039839	3R	27091452	27094233	+
FBgn0039840	3R	27128211	27131106	-
FBgn0085376	3R	27136879	27197470	+
FBgn0046332	3R	27198149	27199920	+
FBgn0039844	3R	27207831	27217615	+
FBgn0051204	3R	27217616	27219249	-
FBgn0051002	3R	27219304	27221026	-
FBgn0019990	3R	27221382	27227735	+
FBgn0039846	3R	27227282	27231174	-
FBgn0261988	3R	27230967	27283595	+
FBgn0039848	3R	27284102	27285591	-
FBgn0039849	3R	27285544	27288759	-
FBgn0039850	3R	27289023	27289856	+
FBgn0267114	3R	27294825	27295700	+
FBgn0267115	3R	27298763	27299460	+
FBgn0267132	3R	27316800	27318400	+
FBgn0039851	3R	27324957	27332714	+
FBgn0267133	3R	27345600	27349000	-
FBgn0039852	3R	27368754	27391887	+
FBgn0028968	3R	27397865	27401429	+
FBgn0043900	3R	27401557	27406421	-
FBgn0003268	3R	27406673	27413966	+
FBgn0266700	3R	27414001	27416133	-
FBgn0039854	3R	27414395	27416114	+
FBgn0039855	3R	27416303	27418038	+
FBgn0039856	3R	27418525	27420441	+
FBgn0039857	3R	27420514	27421926	-
FBgn0039858	3R	27422364	27438386	-
FBgn0011655	3R	27436768	27441097	+
FBgn0039859	3R	27441006	27441882	-
FBgn0039860	3R	27442025	27443559	+
FBgn0039861	3R	27443699	27447939	+
FBgn0039862	3R	27447858	27490368	+
FBgn0039863	3R	27495187	27503693	+
FBgn0039864	3R	27503869	27505602	-
FBgn0264900	3R	27506318	27506741	-
FBgn0267124	3R	27513700	27514248	-
FBgn0267125	3R	27514850	27515600	-
FBgn0266412	3R	27530503	27531220	-
FBgn0261583	3R	27533592	27534062	-
FBgn0054046	3R	27534997	27535510	+
FBgn0003870	3R	27539589	27561114	+
FBgn0039867	3R	27561225	27562685	-
FBgn0039868	3R	27562757	27563721	+
FBgn0000557	3R	27564190	27569028	+
FBgn0039869	3R	27569212	27569970	+
FBgn0039870	3R	27570004	27570900	+
FBgn0000150	3R	27570894	27571799	-
FBgn0261479	3R	27572167	27573280	-
FBgn0022349	3R	27573365	27577616	+
FBgn0039872	3R	27577547	27580427	-
FBgn0262384	3R	27579246	27579313	-
FBgn0017448	3R	27581078	27584359	-
FBgn0265203	3R	27584432	27585082	+
FBgn0039873	3R	27585126	27587301	-
FBgn0003065	3R	27589026	27590494	-
FBgn0263384	3R	27592846	27593512	-
FBgn0046756	3R	27593695	27595145	+
FBgn0039874	3R	27595015	27597570	-
FBgn0039875	3R	27597941	27600885	+
FBgn0039876	3R	27600771	27602374	-
FBgn0005632	3R	27602742	27616403	+
FBgn0039877	3R	27616314	27619629	-
FBgn0027620	3R	27619703	27625521	+
FBgn0250755	3R	27625356	27631000	-
FBgn0039879	3R	27626685	27628496	+
FBgn0039881	3R	27631190	27632491	+
FBgn0039882	3R	27632589	27635908	-
FBgn0266268	3R	27636182	27638018	-
FBgn0039883	3R	27638331	27672292	+
FBgn0011224	3R	27672709	27841242	-
FBgn0039886	3R	27803843	27816631	+
FBgn0267116	3R	27838370	27839130	+
FBgn0267117	3R	27841663	27852650	+
FBgn0039887	3R	27864052	27865475	+
FBgn0040206	3R	27871036	27877715	-
FBgn0002780	3R	27877782	27880696	+
FBgn0002645	3R	27881001	27894163	-
FBgn0058155	3RHet	1042	92187	-
FBgn0040034	3RHet	242409	419079	-
FBgn0039987	3RHet	412765	412948	-
FBgn0261336	3RHet	558007	672236	-
FBgn0261339	3RHet	838957	839929	+
FBgn0058182	3RHet	859445	859735	-
FBgn0085597	3RHet	1016923	1017221	+
FBgn0058232	3RHet	1130828	1310687	-
FBgn0266747	3RHet	1310921	1311417	-
FBgn0261281	3RHet	1506266	1597394	-
FBgn0039955	3RHet	1684395	1706067	-
FBgn0069923	3RHet	1806528	1808518	-
FBgn0263977	3RHet	1813575	1824026	-
FBgn0086378	3RHet	1894569	1899116	-
FBgn0010247	3RHet	1935206	2026815	+
FBgn0086917	3RHet	2127079	2158789	-
FBgn0261280	3RHet	2204674	2308114	+
FBgn0259821	3RHet	2374442	2448092	+
FBgn0027341	3RHet	2470208	2481648	+
FBgn0085812	3RHet	2481660	2482418	-
FBgn0058198	3RHet	2504376	2506001	-
FBgn0040037	4	24053	25665	+
FBgn0052011	4	26455	32391	-
FBgn0052010	4	33266	45680	-
FBgn0052009	4	47646	52259	-
FBgn0025740	4	53104	64404	-
FBgn0266617	4	63400	64000	+
FBgn0265633	4	65400	66700	+
FBgn0004859	4	68336	77667	-
FBgn0264617	4	77123	83750	+
FBgn0017545	4	85851	87833	-
FBgn0263851	4	86203	86271	-
FBgn0085432	4	89952	134896	+
FBgn0011747	4	135700	150475	-
FBgn0052000	4	152846	163749	+
FBgn0264616	4	153300	153500	-
FBgn0052006	4	171390	174164	+
FBgn0051997	4	175280	176686	-
FBgn0053978	4	178201	196265	-
FBgn0266725	4	196081	196500	+
FBgn0039889	4	197974	200015	-
FBgn0039890	4	204702	214455	-
FBgn0265634	4	215500	216300	+
FBgn0051998	4	217301	226571	-
FBgn0024811	4	230850	233791	+
FBgn0051999	4	235635	248374	-
FBgn0039896	4	248548	251054	+
FBgn0039897	4	251356	266529	+
FBgn0053481	4	267750	273955	-
FBgn0259216	4	275623	286200	+
FBgn0042696	4	288801	296995	-
FBgn0264793	4	297149	298800	+
FBgn0039900	4	299311	327107	-
FBgn0026777	4	328719	331448	+
FBgn0039902	4	331556	334713	-
FBgn0052850	4	335549	352013	+
FBgn0259214	4	348819	379543	-
FBgn0039904	4	380564	396180	+
FBgn0262636	4	396266	416231	-
FBgn0266618	4	401350	401901	+
FBgn0264819	4	416022	416580	+
FBgn0263385	4	446693	447227	+
FBgn0264794	4	447957	452395	+
FBgn0039907	4	457583	464537	-
FBgn0016126	4	466130	474573	+
FBgn0266619	4	480394	482039	+
FBgn0026262	4	480513	487454	-
FBgn0262731	4	488123	492102	+
FBgn0039908	4	490035	509620	-
FBgn0004607	4	522436	561500	+
FBgn0026869	4	559500	578480	-
FBgn0264618	4	577651	578480	-
FBgn0022361	4	578642	587883	+
FBgn0039909	4	588922	592180	-
FBgn0040324	4	592381	600748	+
FBgn0039911	4	603734	609974	+
FBgn0266726	4	618250	618900	-
FBgn0028996	4	619181	628275	-
FBgn0025936	4	631310	643096	+
FBgn0039914	4	643845	646657	-
FBgn0262302	4	646752	646838	+
FBgn0039915	4	650317	655976	+
FBgn0039916	4	656757	667182	-
FBgn0264820	4	657959	658413	+
FBgn0051992	4	669667	683729	-
FBgn0024728	4	684247	690510	+
FBgn0039920	4	691768	711276	+
FBgn0026199	4	711312	716681	-
FBgn0005558	4	718315	741799	+
FBgn0005666	4	745026	797100	+
FBgn0266727	4	797101	797772	-
FBgn0039923	4	799142	809604	-
FBgn0039939	4	819100	820848	+
FBgn0039938	4	821062	855019	-
FBgn0039937	4	857612	865155	-
FBgn0053797	4	863900	864599	+
FBgn0266616	4	871800	872250	+
FBgn0039936	4	874342	887651	-
FBgn0025726	4	888450	932957	-
FBgn0263344	4	888450	892052	+
FBgn0264821	4	900000	905378	+
FBgn0263093	4	925805	928550	+
FBgn0023213	4	935923	951341	-
FBgn0019985	4	957445	970067	+
FBgn0052016	4	972168	979018	-
FBgn0266728	4	979850	980060	-
FBgn0264822	4	980301	983318	+
FBgn0039932	4	982967	999115	-
FBgn0083990	4	995794	997932	+
FBgn0019650	4	1010351	1028548	+
FBgn0025741	4	1030521	1047727	-
FBgn0264823	4	1048489	1049985	+
FBgn0039930	4	1049301	1049987	-
FBgn0039929	4	1050337	1052383	-
FBgn0010217	4	1052110	1055543	+
FBgn0264607	4	1055914	1074329	-
FBgn0011642	4	1077991	1085627	-
FBgn0087002	4	1081595	1097899	+
FBgn0024913	4	1097957	1105422	-
FBgn0005561	4	1109424	1133943	+
FBgn0039928	4	1133500	1143983	-
FBgn0013749	4	1144793	1145951	+
FBgn0039927	4	1147228	1158545	+
FBgn0052017	4	1158456	1182784	-
FBgn0039925	4	1168092	1189865	+
FBgn0002521	4	1193095	1202254	-
FBgn0250819	4	1206394	1213611	+
FBgn0039924	4	1213045	1217474	-
FBgn0263112	4	1219478	1228193	+
FBgn0027101	4	1228815	1234439	-
FBgn0053653	4	1234563	1275485	+
FBgn0013696	dmel_mitochondrion_genome	1	65	+
FBgn0013703	dmel_mitochondrion_genome	97	165	-
FBgn0013700	dmel_mitochondrion_genome	171	239	+
FBgn0013680	dmel_mitochondrion_genome	240	1265	+
FBgn0013709	dmel_mitochondrion_genome	1264	1329	+
FBgn0013690	dmel_mitochondrion_genome	1322	1383	-
FBgn0013710	dmel_mitochondrion_genome	1403	1468	-
FBgn0013674	dmel_mitochondrion_genome	1474	3009	+
FBgn0013699	dmel_mitochondrion_genome	3012	3077	+
FBgn0013675	dmel_mitochondrion_genome	3083	3767	+
FBgn0013697	dmel_mitochondrion_genome	3768	3838	+
FBgn0013691	dmel_mitochondrion_genome	3840	3906	+
FBgn0013673	dmel_mitochondrion_genome	3907	4068	+
FBgn0013672	dmel_mitochondrion_genome	4062	4736	+
FBgn0013676	dmel_mitochondrion_genome	4736	5524	+
FBgn0013694	dmel_mitochondrion_genome	5543	5607	+
FBgn0013681	dmel_mitochondrion_genome	5608	5961	+
FBgn0013689	dmel_mitochondrion_genome	5981	6045	+
FBgn0013704	dmel_mitochondrion_genome	6055	6118	+
FBgn0013701	dmel_mitochondrion_genome	6119	6183	+
FBgn0013705	dmel_mitochondrion_genome	6184	6251	+
FBgn0013692	dmel_mitochondrion_genome	6252	6318	+
FBgn0013693	dmel_mitochondrion_genome	6337	6401	-
FBgn0013684	dmel_mitochondrion_genome	6402	8124	-
FBgn0013695	dmel_mitochondrion_genome	8140	8205	-
FBgn0262952	dmel_mitochondrion_genome	8204	9544	-
FBgn0013683	dmel_mitochondrion_genome	9544	9834	-
FBgn0013707	dmel_mitochondrion_genome	9837	9902	+
FBgn0013702	dmel_mitochondrion_genome	9903	9963	-
FBgn0013685	dmel_mitochondrion_genome	9970	10494	+
FBgn0013678	dmel_mitochondrion_genome	10498	11634	+
FBgn0013706	dmel_mitochondrion_genome	11637	11702	+
FBgn0013679	dmel_mitochondrion_genome	11720	12658	-
FBgn0013698	dmel_mitochondrion_genome	12669	12733	-
FBgn0013686	dmel_mitochondrion_genome	12734	14058	-
FBgn0013708	dmel_mitochondrion_genome	14058	14130	-
FBgn0013688	dmel_mitochondrion_genome	14131	14916	-
FBgn0013687	dmel_mitochondrion_genome	14917	19517	+
FBgn0261404	U	9338	16131	+
FBgn0058378	U	72264	219522	+
FBgn0263759	U	250707	282981	+
FBgn0261338	U	383099	474235	+
FBgn0058204	U	497150	497545	+
FBgn0261337	U	549171	549287	+
FBgn0058245	U	687849	688458	-
FBgn0058249	U	963317	963864	-
FBgn0058196	U	1089134	1103419	-
FBgn0039993	U	1178801	1184774	+
FBgn0058068	U	1206488	1206901	+
FBgn0087011	U	1242085	1369506	+
FBgn0085784	U	1397433	1397911	-
FBgn0085658	U	1683806	1684225	-
FBgn0040038	U	1906795	1938882	+
FBgn0085734	U	2072072	2074236	-
FBgn0069947	U	2089457	2090079	-
FBgn0058188	U	2232251	2234180	+
FBgn0261386	U	2295516	2295999	-
FBgn0085663	U	2334098	2334341	-
FBgn0085505	U	2572391	2573275	+
FBgn0085633	U	2759596	2760405	-
FBgn0085496	U	2791979	2792692	+
FBgn0085644	U	2927697	2928954	+
FBgn0085520	U	2929199	2929912	-
FBgn0085815	U	2950223	2951682	-
FBgn0085521	U	3136262	3136976	+
FBgn0085670	U	3398111	3398437	+
FBgn0085814	U	3443350	3449605	+
FBgn0085743	U	3556916	3559306	-
FBgn0085778	U	3652280	3652487	+
FBgn0085779	U	3653041	3653240	+
FBgn0250731	U	3653469	3653591	-
FBgn0085780	U	3657238	3657582	-
FBgn0261334	U	3775407	3776309	-
FBgn0085692	U	4051664	4052829	-
FBgn0085828	U	4085793	4086544	-
FBgn0085816	U	4100680	4102778	+
FBgn0085817	U	4305171	4306436	+
FBgn0085498	U	4408205	4409285	-
FBgn0085818	U	4447508	4448419	+
FBgn0259836	U	4548028	4549078	-
FBgn0085819	U	4570872	4571822	+
FBgn0085550	U	5052167	5053192	-
FBgn0259837	U	5414323	5414976	+
FBgn0085693	U	5467096	5467810	+
FBgn0085503	U	5507806	5511925	+
FBgn0085804	U	5607529	5607780	-
FBgn0085742	U	5726964	5728907	+
FBgn0259838	U	5758545	5760003	-
FBgn0085777	U	5913471	5914235	+
FBgn0259839	U	6161468	6162910	-
FBgn0259840	U	6163515	6164841	-
FBgn0259841	U	6274888	6276371	-
FBgn0085546	U	6306888	6307959	+
FBgn0259842	U	6389437	6390626	+
FBgn0259843	U	6404710	6406125	+
FBgn0259844	U	6603492	6604941	-
FBgn0259817	U	6621521	6622252	+
FBgn0259845	U	6753839	6755686	-
FBgn0259846	U	6756287	6757014	-
FBgn0259847	U	6868891	6869887	+
FBgn0259848	U	6870918	6871894	+
FBgn0085805	U	6961350	6963324	-
FBgn0085523	U	7044199	7045255	-
FBgn0259849	U	7083127	7084391	-
FBgn0085538	U	7128246	7130720	+
FBgn0259850	U	7174936	7176296	+
FBgn0259851	U	7243006	7243826	-
FBgn0259852	U	7244953	7245644	-
FBgn0085807	U	7398712	7400705	+
FBgn0085755	U	7444700	7445787	-
FBgn0259853	U	7567464	7568802	-
FBgn0259854	U	7569008	7569824	-
FBgn0085673	U	7759930	7761473	-
FBgn0085808	U	7775525	7777466	-
FBgn0259855	U	7777852	7779539	-
FBgn0259856	U	7784584	7786247	+
FBgn0259857	U	7794756	7795407	-
FBgn0085556	U	7798899	7799863	+
FBgn0259858	U	7861683	7862182	+
FBgn0259859	U	7862917	7863768	+
FBgn0085744	U	7864258	7865954	-
FBgn0085760	U	8006044	8006602	+
FBgn0085494	U	8029209	8030316	-
FBgn0085539	U	8041127	8041761	+
FBgn0259860	U	8042985	8044666	+
FBgn0259861	U	8077475	8078857	-
FBgn0085540	U	8131390	8131737	-
FBgn0085746	U	8365094	8366060	+
FBgn0085751	U	8446032	8446855	-
FBgn0259862	U	8491230	8492441	+
FBgn0261335	U	8502214	8502369	+
FBgn0085738	U	8517667	8519128	+
FBgn0261399	U	8549518	8550146	+
FBgn0085773	U	8595904	8596741	+
FBgn0085541	U	8664361	8664965	-
FBgn0259863	U	8667211	8667965	-
FBgn0259864	U	8680394	8681749	-
